customer_id,gender,age,education_level,business_type,monthly_income_pln,dependents,dwelling_type,residence_area,distance_to_city_km,road_quality_1to5,wealth_estimate_pln,credit_score_300_850,marital_status,preferred_contact,risk_profile,owns_garage,has_children,has_history,monthly_km,previous_vehicle_segment,previous_vehicle_model,previous_trim,previous_financing,previous_insurance,previous_purchase_price,previous_monthly_rate,previous_vehicle_age_at_purchase,current_budget_monthly_max,dti_limit,updated_at
277,F,45,bachelor,employee,36508,1,house,urban,0,5,857003,552,single,email,medium,1,1,True,1031.0,crossover,F1 Cross,comfort,lease_48,OC_AC,103499.0,67.82,1.0,8871.0,0.37,2025-08-29 05:56:25.242966
278,M,63,master,company_owner,40000,3,apartment,urban,0,5,1370853,850,married,phone,low,0,1,False,,,,,,,,,,12448.0,0.29,2025-08-18 05:56:25.242966
279,F,23,primary,employee,24758,0,apartment,urban,0,5,1221397,490,married,phone,low,0,0,True,995.0,suv,E3 Adventure,tech,lease_36,OC_AC_GAP,117390.0,117.04,4.0,7090.0,0.39,2025-09-03 05:56:25.242966
280,M,24,phd,employee,40000,0,house,urban,0,5,2235039,671,divorced,email,low,1,0,True,819.0,sedan,C2 Executive,comfort,lease_48,OC_AC,133759.0,91.56,1.0,10617.0,0.35,2025-08-24 05:56:25.242966
281,F,35,master,employee,24803,3,house,rural,34,3,861879,432,single,phone,low,1,1,False,,,,,,,,,,7811.0,0.41,2025-10-07 05:56:25.242966
282,F,46,master,employee,40000,3,apartment,rural,25,3,2307252,850,single,email,medium,1,1,False,,,,,,,,,,11232.0,0.33,2025-08-03 05:56:25.242966
283,F,56,secondary,sole_trader,24470,3,house,urban,0,5,1116330,401,married,phone,low,0,1,True,1149.0,mpv,G3 Space,comfort,lease_48,OC_AC,179712.0,126.05,3.0,8013.0,0.48,2025-10-24 05:56:25.242966
284,F,46,master,sole_trader,40000,3,house,urban,0,5,2307299,623,married,phone,medium,0,1,False,,,,,,,,,,9278.0,0.35,2025-09-01 05:56:25.242966
285,F,44,secondary,sole_trader,40000,4,house,urban,0,5,2541212,554,divorced,email,low,1,1,True,1135.0,wagon,D3 Long,tech,lease_36,OC_AC,123603.0,98.83,0.0,12050.0,0.39,2025-10-18 05:56:25.242966
286,M,71,primary,student,28870,3,apartment,urban,0,4,2922393,548,married,phone,low,0,1,False,,,,,,,,,,7286.0,0.4,2025-10-10 05:56:25.242966
287,F,28,phd,employee,40000,2,apartment,urban,0,5,1767428,632,widowed,chat,low,1,1,False,,,,,,,,,,10361.0,0.35,2025-08-18 05:56:25.242966
288,F,51,vocational,employee,28217,4,apartment,urban,0,5,1869506,461,single,chat,low,0,1,True,1205.0,sedan,C1 Sedan,base,lease_36,OC_only,112300.0,108.13,0.0,7283.0,0.39,2025-09-01 05:56:25.242966
289,F,49,primary,employee,25480,1,house,urban,0,5,1544248,300,married,email,medium,0,1,True,878.0,suv,E2 Trail,comfort,cash,OC_AC,124198.0,0.0,0.0,5722.0,0.48,2025-09-04 05:56:25.242966
290,M,46,bachelor,employee,40000,0,house,urban,0,5,1692309,753,partnership,phone,high,1,0,True,672.0,wagon,D2 Estate,tech,lease_36,OC_AC,152397.0,135.29,0.0,8268.0,0.34,2025-08-18 05:56:25.242966
291,M,64,vocational,employee,40000,3,house,urban,0,5,1735736,661,single,phone,medium,1,1,True,835.0,city,A1 CityGo,comfort,lease_48,OC_AC,54684.0,34.87,4.0,9945.0,0.36,2025-10-06 05:56:25.242966
292,F,34,phd,employee,40000,1,apartment,urban,0,5,3118042,795,divorced,chat,medium,0,1,True,817.0,city,A2 Micro,tech,lease_36,OC_only,77230.0,62.3,3.0,11033.0,0.34,2025-09-04 05:56:25.242966
293,M,72,secondary,employee,40000,4,apartment,urban,0,5,1685379,789,single,phone,low,1,1,False,,,,,,,,,,11320.0,0.33,2025-10-13 05:56:25.242966
294,M,38,primary,employee,40000,2,apartment,urban,0,5,2741605,680,married,email,high,0,1,True,725.0,suv,E1 SUV,base,loan_60,OC_AC,123770.0,63.08,4.0,7649.0,0.35,2025-09-18 05:56:25.242966
295,M,49,phd,sole_trader,40000,4,house,urban,0,5,1276589,757,single,email,medium,0,1,False,,,,,,,,,,11830.0,0.31,2025-09-25 05:56:25.242966
296,F,48,bachelor,sole_trader,40000,0,apartment,urban,0,4,3003487,524,married,phone,medium,0,0,False,,,,,,,,,,11602.0,0.38,2025-09-06 05:56:25.242966
297,M,66,vocational,public_sector,35307,3,house,rural,35,3,1374489,724,divorced,phone,low,1,1,True,653.0,wagon,D3 Long,tech,lease_48,OC_AC,117960.0,72.98,1.0,9265.0,0.36,2025-10-26 05:56:25.242966
298,M,44,master,student,40000,2,apartment,urban,0,5,3329254,658,single,email,low,0,1,False,,,,,,,,,,11451.0,0.37,2025-10-29 05:56:25.242966
299,M,35,bachelor,sole_trader,38201,2,apartment,urban,0,5,2316875,510,single,phone,medium,0,1,True,689.0,crossover,F1 Cross,tech,lease_36,OC_AC,153031.0,142.22,1.0,8918.0,0.39,2025-10-29 05:56:25.242966
300,F,21,primary,employee,17608,1,apartment,rural,23,4,391447,410,married,phone,low,1,1,False,,,,,,,,,,6091.0,0.46,2025-10-08 05:56:25.242966
301,F,40,master,sole_trader,40000,4,apartment,urban,0,5,2545746,802,single,phone,low,1,1,False,,,,,,,,,,11424.0,0.31,2025-09-10 05:56:25.242966
302,M,65,secondary,employee,40000,1,apartment,urban,0,4,2792123,717,married,email,low,1,1,False,,,,,,,,,,10392.0,0.36,2025-10-17 05:56:25.242966
303,M,20,master,employee,40000,4,house,urban,0,5,1395430,742,widowed,phone,medium,1,1,True,903.0,sedan,C1 Sedan,base,lease_48,OC_only,112932.0,66.31,3.0,11126.0,0.33,2025-08-03 05:56:25.242966
304,F,69,phd,employee,40000,2,house,urban,0,5,1817852,572,single,phone,low,1,1,True,745.0,mpv,G1 Family,premium,cash,OC_AC,118762.0,0.0,0.0,12847.0,0.41,2025-09-24 05:56:25.242966
305,M,49,bachelor,employee,40000,0,house,rural,24,3,2798570,850,married,email,medium,1,0,False,,,,,,,,,,9571.0,0.32,2025-10-04 05:56:25.242966
306,F,27,master,employee,37504,4,apartment,rural,20,3,2236947,532,married,email,medium,0,1,False,,,,,,,,,,9215.0,0.39,2025-08-12 05:56:25.242966
307,M,36,vocational,company_owner,35845,0,apartment,urban,0,5,1420622,660,single,chat,low,0,0,False,,,,,,,,,,10449.0,0.35,2025-10-16 05:56:25.242966
308,F,50,vocational,retired,28977,1,apartment,urban,0,5,2348312,567,single,phone,low,1,1,False,,,,,,,,,,8020.0,0.38,2025-10-15 05:56:25.242966
309,M,37,secondary,student,35607,4,apartment,urban,0,5,1297188,730,married,chat,high,0,1,True,937.0,suv,E3 Adventure,comfort,lease_48,OC_AC,181343.0,101.85,0.0,7232.0,0.32,2025-09-27 05:56:25.242966
310,F,25,phd,sole_trader,40000,4,house,urban,0,5,878971,718,married,email,low,1,1,True,956.0,wagon,D3 Long,premium,lease_48,OC_AC,98904.0,63.31,4.0,13206.0,0.31,2025-10-25 05:56:25.242966
311,M,56,bachelor,employee,40000,4,apartment,urban,0,5,2612963,583,divorced,email,low,0,1,False,,,,,,,,,,13007.0,0.38,2025-08-31 05:56:25.242966
312,F,56,secondary,employee,40000,2,apartment,rural,8,3,1233131,783,married,phone,low,0,1,False,,,,,,,,,,12771.0,0.31,2025-08-23 05:56:25.242966
313,F,26,master,company_owner,39166,3,house,urban,0,5,1314014,850,married,phone,low,1,1,True,998.0,crossover,F3 Edge,base,lease_48,OC_AC,112941.0,63.8,0.0,12481.0,0.29,2025-09-30 05:56:25.242966
314,F,35,phd,employee,40000,1,house,rural,10,5,2000437,592,divorced,phone,medium,1,1,False,,,,,,,,,,10470.0,0.37,2025-08-14 05:56:25.242966
315,M,33,phd,employee,25344,3,house,urban,0,4,918772,366,divorced,phone,low,0,1,False,,,,,,,,,,7225.0,0.43,2025-10-31 05:56:25.242966
316,M,56,vocational,employee,18783,2,house,rural,8,4,720949,487,widowed,phone,medium,1,1,True,1324.0,crossover,F3 Edge,base,loan_60,OC_AC,111905.0,69.93,4.0,5215.0,0.4,2025-09-14 05:56:25.242966
317,F,60,master,public_sector,40000,0,apartment,urban,0,5,2985174,702,single,chat,low,1,0,False,,,,,,,,,,10465.0,0.38,2025-08-27 05:56:25.242966
318,F,59,bachelor,sole_trader,40000,2,apartment,urban,0,5,2517751,677,partnership,phone,high,1,1,False,,,,,,,,,,7651.0,0.36,2025-09-28 05:56:25.242966
319,M,71,secondary,employee,40000,2,apartment,urban,0,5,3636593,708,divorced,chat,medium,0,1,False,,,,,,,,,,9204.0,0.38,2025-08-07 05:56:25.242966
320,M,62,secondary,sole_trader,27923,1,house,rural,28,4,1864246,535,divorced,phone,low,0,1,True,691.0,crossover,F3 Edge,tech,lease_36,OC_only,138759.0,114.67,4.0,9027.0,0.38,2025-09-23 05:56:25.242966
321,M,37,primary,employee,28025,1,apartment,rural,17,4,1384862,490,married,email,medium,0,1,False,,,,,,,,,,7492.0,0.41,2025-08-10 05:56:25.242966
322,F,25,vocational,employee,40000,2,apartment,urban,0,5,1296206,572,partnership,phone,low,1,1,True,711.0,compact,B2 Hatch,tech,cash,OC_only,86455.0,0.0,2.0,11801.0,0.37,2025-09-02 05:56:25.242966
323,F,53,bachelor,employee,40000,0,house,urban,0,5,3083594,850,married,email,high,1,0,False,,,,,,,,,,8724.0,0.29,2025-10-11 05:56:25.242966
324,F,70,phd,employee,40000,0,apartment,rural,23,4,1633029,692,married,phone,medium,0,0,False,,,,,,,,,,11448.0,0.39,2025-08-18 05:56:25.242966
325,F,73,phd,company_owner,40000,3,house,urban,0,4,1807264,488,married,chat,low,0,1,True,1015.0,crossover,F1 Cross,tech,lease_48,OC_AC,144879.0,98.53,0.0,10487.0,0.38,2025-10-29 05:56:25.242966
326,M,32,vocational,employee,26258,1,house,urban,0,4,1789364,467,married,phone,low,0,1,False,,,,,,,,,,7571.0,0.36,2025-10-14 05:56:25.242966
327,M,33,master,student,21696,3,house,urban,0,5,1363805,558,married,phone,high,0,1,False,,,,,,,,,,5225.0,0.37,2025-08-22 05:56:25.242966
328,M,22,primary,employee,26139,2,house,rural,44,3,1310844,464,single,chat,medium,1,1,False,,,,,,,,,,7126.0,0.37,2025-08-11 05:56:25.242966
329,F,27,master,company_owner,40000,2,apartment,urban,0,5,826404,532,married,phone,low,0,1,True,1204.0,city,A2 Micro,base,loan_60,OC_AC,64226.0,38.92,2.0,11741.0,0.37,2025-09-27 05:56:25.242966
330,M,50,secondary,sole_trader,23073,2,house,rural,15,4,712023,563,married,email,low,1,1,False,,,,,,,,,,6286.0,0.36,2025-09-02 05:56:25.242966
331,M,50,secondary,sole_trader,31774,2,house,rural,20,4,1773958,650,married,phone,low,1,1,True,853.0,wagon,D1 Tourer,comfort,lease_36,OC_AC_GAP,143135.0,134.04,0.0,10951.0,0.36,2025-08-30 05:56:25.242966
332,M,40,master,sole_trader,32780,4,house,urban,0,5,2194283,540,married,phone,medium,0,1,False,,,,,,,,,,8281.0,0.34,2025-08-26 05:56:25.242966
333,M,37,secondary,public_sector,25191,4,house,urban,0,5,1215334,473,divorced,phone,medium,1,1,False,,,,,,,,,,7311.0,0.43,2025-08-11 05:56:25.242966
334,F,65,master,employee,40000,1,house,urban,0,4,1044867,738,divorced,phone,medium,1,1,False,,,,,,,,,,11289.0,0.29,2025-10-24 05:56:25.242966
335,M,45,bachelor,student,21197,3,house,urban,0,4,707671,440,married,phone,medium,1,1,False,,,,,,,,,,6124.0,0.41,2025-10-14 05:56:25.242966
336,M,64,phd,company_owner,40000,4,apartment,rural,34,3,2729416,706,single,phone,medium,0,1,True,1535.0,city,A1 CityGo,comfort,lease_48,OC_AC,75933.0,50.78,1.0,8854.0,0.33,2025-08-10 05:56:25.242966
337,F,72,bachelor,employee,40000,0,house,rural,14,4,3205957,388,married,email,low,1,0,False,,,,,,,,,,11910.0,0.44,2025-09-12 05:56:25.242966
338,M,37,vocational,employee,29111,3,apartment,urban,0,4,645946,513,divorced,chat,medium,1,1,True,1040.0,suv,E3 Adventure,base,cash,OC_AC_GAP,122450.0,0.0,0.0,7009.0,0.4,2025-09-14 05:56:25.242966
339,M,31,master,employee,18772,2,house,urban,0,5,406569,464,married,phone,low,0,1,False,,,,,,,,,,5207.0,0.43,2025-09-25 05:56:25.242966
340,M,72,secondary,employee,33910,4,apartment,urban,0,4,1572820,579,divorced,phone,medium,0,1,True,902.0,city,A1 CityGo,tech,cash,OC_AC,49564.0,0.0,3.0,8192.0,0.37,2025-09-29 05:56:25.242966
341,F,54,bachelor,employee,40000,2,apartment,rural,10,5,1150465,696,partnership,phone,low,1,1,False,,,,,,,,,,11557.0,0.33,2025-10-09 05:56:25.242966
342,M,36,primary,employee,10576,4,house,rural,16,5,555417,372,married,email,medium,1,1,True,1289.0,suv,E1 SUV,comfort,lease_36,OC_only,194848.0,183.99,0.0,2674.0,0.44,2025-09-26 05:56:25.242966
343,F,54,primary,sole_trader,29403,0,house,rural,12,4,927236,587,married,phone,medium,0,0,False,,,,,,,,,,7960.0,0.39,2025-10-25 05:56:25.242966
344,F,48,bachelor,employee,29921,0,apartment,urban,0,5,1938356,696,married,email,medium,0,0,True,863.0,city,A2 Micro,comfort,lease_36,OC_AC,76408.0,65.33,3.0,7302.0,0.36,2025-10-05 05:56:25.242966
345,F,69,vocational,retired,40000,4,apartment,urban,0,4,3398309,738,married,phone,low,1,1,True,958.0,city,A1 CityGo,comfort,cash,OC_AC,47327.0,0.0,1.0,11091.0,0.34,2025-08-03 05:56:25.242966
346,M,34,phd,employee,40000,2,apartment,urban,0,5,3077086,636,single,email,medium,0,1,True,538.0,suv,E3 Adventure,base,cash,OC_AC,171967.0,0.0,1.0,9954.0,0.36,2025-10-17 05:56:25.242966
347,F,74,phd,company_owner,40000,2,house,urban,0,5,4050299,593,single,email,low,1,1,False,,,,,,,,,,12746.0,0.37,2025-08-27 05:56:25.242966
348,M,71,master,employee,40000,0,house,rural,46,2,1880765,361,single,phone,low,1,0,True,992.0,crossover,F3 Edge,base,lease_48,OC_only,132472.0,88.63,1.0,10001.0,0.44,2025-10-28 05:56:25.242966
349,M,29,master,employee,40000,1,apartment,urban,0,5,819799,655,married,phone,medium,0,1,False,,,,,,,,,,11190.0,0.39,2025-08-26 05:56:25.242966
350,F,29,bachelor,employee,34710,4,apartment,rural,37,3,1299720,502,single,phone,medium,0,1,False,,,,,,,,,,8577.0,0.39,2025-10-08 05:56:25.242966
351,M,49,primary,company_owner,36215,1,house,urban,0,5,2508997,662,married,phone,low,0,1,False,,,,,,,,,,11141.0,0.34,2025-08-29 05:56:25.242966
352,M,22,secondary,employee,17754,2,apartment,urban,0,5,369925,446,married,phone,high,0,1,True,1052.0,mpv,G2 Grand,comfort,lease_48,OC_AC,115562.0,67.73,0.0,4277.0,0.4,2025-09-17 05:56:25.242966
353,M,36,secondary,public_sector,40000,1,apartment,urban,0,5,1663310,829,married,email,low,0,1,False,,,,,,,,,,12043.0,0.31,2025-08-23 05:56:25.242966
354,M,43,phd,employee,40000,1,house,rural,28,4,1603674,850,divorced,phone,high,1,1,True,1472.0,crossover,F1 Cross,comfort,lease_36,OC_only,101163.0,82.78,1.0,9271.0,0.26,2025-09-01 05:56:25.242966
355,M,73,vocational,sole_trader,35816,0,house,urban,0,4,1553888,677,married,phone,medium,0,0,True,789.0,suv,E3 Adventure,base,lease_48,OC_only,115882.0,75.93,0.0,10515.0,0.34,2025-09-11 05:56:25.242966
356,F,74,secondary,employee,40000,4,house,urban,0,5,3284707,850,single,phone,high,1,1,False,,,,,,,,,,7296.0,0.32,2025-08-26 05:56:25.242966
357,F,28,secondary,sole_trader,18541,4,house,rural,41,2,1030436,493,partnership,phone,medium,1,1,False,,,,,,,,,,4597.0,0.39,2025-08-06 05:56:25.242966
358,M,69,primary,employee,40000,0,apartment,rural,37,3,2658612,499,divorced,chat,high,1,0,True,845.0,city,A2 Micro,premium,cash,OC_AC,60550.0,0.0,0.0,10166.0,0.4,2025-09-08 05:56:25.242966
359,F,25,primary,employee,34736,1,house,urban,0,5,2355236,570,married,phone,medium,0,1,False,,,,,,,,,,9969.0,0.42,2025-10-16 05:56:25.242966
360,M,61,secondary,employee,40000,2,house,rural,13,4,1265769,592,married,phone,low,0,1,False,,,,,,,,,,12467.0,0.38,2025-10-21 05:56:25.242966
361,M,66,primary,employee,21045,1,apartment,rural,43,3,762391,509,single,phone,low,0,1,False,,,,,,,,,,5744.0,0.35,2025-09-12 05:56:25.242966
362,M,68,primary,employee,35702,3,apartment,rural,24,4,1944885,539,married,chat,medium,0,1,True,1026.0,sedan,C1 Sedan,base,lease_48,OC_AC,111481.0,74.83,4.0,8798.0,0.36,2025-09-23 05:56:25.242966
363,M,32,secondary,unemployed,40000,1,apartment,rural,37,4,2294980,626,single,email,low,1,1,False,,,,,,,,,,13432.0,0.36,2025-09-07 05:56:25.242966
364,M,69,vocational,employee,21907,0,apartment,urban,0,5,1537479,530,married,phone,high,0,0,False,,,,,,,,,,5167.0,0.37,2025-09-01 05:56:25.242966
365,M,26,bachelor,employee,24720,1,house,urban,0,5,553868,532,single,email,low,1,1,False,,,,,,,,,,6886.0,0.39,2025-10-15 05:56:25.242966
366,M,48,primary,public_sector,40000,2,apartment,rural,43,3,3410241,772,married,email,medium,0,1,False,,,,,,,,,,9223.0,0.32,2025-08-26 05:56:25.242966
367,F,45,vocational,employee,37818,0,house,urban,0,5,1557220,781,single,email,low,0,0,True,757.0,sedan,C3 Classic,base,cash,OC_AC,104910.0,0.0,2.0,12407.0,0.34,2025-08-03 05:56:25.242966
368,M,37,secondary,employee,40000,4,house,rural,17,3,1675380,805,single,phone,medium,0,1,True,878.0,suv,E3 Adventure,base,lease_36,OC_only,113141.0,100.52,4.0,10644.0,0.29,2025-10-02 05:56:25.242966
369,M,21,phd,company_owner,40000,0,house,rural,11,4,2009623,664,single,email,high,0,0,True,1411.0,wagon,D2 Estate,comfort,cash,OC_AC,111922.0,0.0,2.0,10283.0,0.35,2025-08-09 05:56:25.242966
370,M,62,bachelor,retired,40000,0,apartment,rural,14,4,3733217,850,married,phone,low,0,0,True,1055.0,crossover,F2 Flex,comfort,cash,OC_AC,147906.0,0.0,1.0,11626.0,0.3,2025-08-09 05:56:25.242966
371,F,38,phd,company_owner,40000,2,apartment,urban,0,4,2430293,544,single,phone,medium,0,1,False,,,,,,,,,,9917.0,0.39,2025-09-24 05:56:25.242966
372,M,56,secondary,employee,40000,2,house,urban,0,5,3606699,490,married,phone,low,1,1,True,539.0,compact,B3 Active,comfort,cash,OC_AC,70673.0,0.0,3.0,11163.0,0.4,2025-08-21 05:56:25.242966
373,F,42,secondary,public_sector,34460,1,apartment,urban,0,5,1130917,468,single,phone,medium,1,1,True,908.0,suv,E1 SUV,comfort,lease_36,OC_AC,168533.0,152.71,0.0,8910.0,0.36,2025-08-09 05:56:25.242966
374,M,40,secondary,employee,27538,1,apartment,rural,20,4,1625648,528,divorced,phone,medium,0,1,True,774.0,crossover,F2 Flex,tech,lease_48,OC_AC_GAP,132933.0,84.03,0.0,6769.0,0.39,2025-08-16 05:56:25.242966
375,M,68,phd,unemployed,40000,0,house,rural,38,3,3533125,850,single,phone,low,1,0,True,982.0,crossover,F2 Flex,base,cash,OC_only,99604.0,0.0,3.0,10293.0,0.3,2025-09-27 05:56:25.242966
376,F,25,phd,retired,40000,3,apartment,rural,40,2,1836340,608,widowed,email,low,0,1,False,,,,,,,,,,11249.0,0.38,2025-09-02 05:56:25.242966
377,M,60,phd,public_sector,40000,1,house,urban,0,5,2003060,610,single,email,low,1,1,True,1164.0,compact,B2 Hatch,tech,lease_36,OC_only,95824.0,79.68,0.0,10876.0,0.38,2025-09-08 05:56:25.242966
378,M,61,master,employee,40000,0,apartment,rural,6,3,3822466,610,single,phone,low,1,0,False,,,,,,,,,,13262.0,0.37,2025-09-24 05:56:25.242966
379,M,40,bachelor,employee,40000,1,house,urban,0,5,1176315,735,single,phone,medium,0,1,True,1027.0,suv,E1 SUV,comfort,lease_48,OC_AC,175692.0,104.21,4.0,9554.0,0.34,2025-09-04 05:56:25.242966
380,F,34,bachelor,sole_trader,40000,4,house,urban,0,5,1756460,613,single,email,low,1,1,False,,,,,,,,,,11835.0,0.39,2025-08-08 05:56:25.242966
381,F,20,phd,employee,36067,1,house,urban,0,5,2263160,588,married,phone,high,1,1,True,816.0,mpv,G1 Family,base,lease_36,OC_AC,127101.0,108.68,0.0,8433.0,0.39,2025-10-29 05:56:25.242966
382,F,71,vocational,employee,40000,4,house,urban,0,4,3824824,518,single,phone,high,1,1,True,1098.0,compact,B1 Compact,base,lease_48,OC_AC_GAP,102087.0,67.86,4.0,7678.0,0.4,2025-08-11 05:56:25.242966
383,F,72,secondary,public_sector,40000,1,apartment,rural,23,4,4098792,596,divorced,email,high,0,1,True,923.0,crossover,F2 Flex,tech,lease_48,OC_AC,123056.0,83.34,2.0,8900.0,0.41,2025-09-28 05:56:25.242966
384,M,33,phd,sole_trader,40000,0,apartment,urban,0,5,2850543,850,married,phone,medium,0,0,False,,,,,,,,,,11511.0,0.29,2025-08-18 05:56:25.242966
385,F,21,secondary,employee,35906,1,house,rural,20,3,724412,665,single,phone,low,1,1,True,1437.0,city,A3 Urban,base,cash,OC_only,49306.0,0.0,3.0,11074.0,0.33,2025-10-22 05:56:25.242966
386,M,26,vocational,employee,17930,1,apartment,urban,0,4,1245606,439,married,email,medium,1,1,True,690.0,wagon,D2 Estate,base,cash,OC_AC,150199.0,0.0,4.0,4637.0,0.41,2025-08-12 05:56:25.242966
387,F,23,bachelor,employee,39318,0,apartment,urban,0,5,1601826,844,single,email,medium,1,0,True,726.0,suv,E1 SUV,base,lease_36,OC_AC,193458.0,180.18,3.0,11289.0,0.29,2025-09-21 05:56:25.242966
388,M,65,vocational,employee,40000,2,apartment,rural,14,4,2935159,633,single,phone,high,1,1,True,1172.0,crossover,F3 Edge,base,lease_36,OC_AC,109246.0,91.51,3.0,10231.0,0.31,2025-08-10 05:56:25.242966
389,M,69,phd,employee,40000,1,apartment,urban,0,5,2226484,850,single,email,low,1,1,True,533.0,wagon,D2 Estate,comfort,loan_60,OC_only,144089.0,72.88,0.0,13284.0,0.29,2025-09-23 05:56:25.242966
390,F,28,phd,retired,40000,3,house,rural,11,4,2569283,789,single,chat,low,1,1,True,1194.0,city,A3 Urban,comfort,loan_60,OC_AC,52070.0,32.5,2.0,11634.0,0.32,2025-08-25 05:56:25.242966
391,M,61,vocational,company_owner,33202,2,house,rural,17,3,2188703,618,single,phone,high,1,1,False,,,,,,,,,,7601.0,0.36,2025-09-08 05:56:25.242966
392,F,29,bachelor,employee,32280,2,apartment,urban,0,4,2150061,458,widowed,email,medium,0,1,False,,,,,,,,,,8462.0,0.39,2025-10-13 05:56:25.242966
393,M,40,phd,employee,40000,2,apartment,urban,0,4,1307220,850,married,phone,low,0,1,True,1231.0,compact,B1 Compact,premium,lease_48,OC_AC,106008.0,68.79,3.0,11213.0,0.3,2025-10-09 05:56:25.242966
394,F,52,master,sole_trader,40000,0,apartment,urban,0,5,1409821,759,widowed,phone,medium,0,0,True,792.0,crossover,F1 Cross,tech,lease_36,OC_AC,108771.0,103.18,3.0,10193.0,0.33,2025-09-13 05:56:25.242966
395,F,59,vocational,retired,40000,3,apartment,urban,0,5,2212811,575,single,phone,low,1,1,False,,,,,,,,,,13317.0,0.39,2025-09-18 05:56:25.242966
396,M,68,bachelor,retired,29219,0,house,urban,0,5,750766,652,divorced,phone,medium,1,0,False,,,,,,,,,,7131.0,0.34,2025-09-06 05:56:25.242966
397,F,22,bachelor,employee,40000,3,apartment,rural,47,3,2175515,753,married,phone,low,0,1,False,,,,,,,,,,13558.0,0.34,2025-08-20 05:56:25.242966
398,F,30,bachelor,retired,32995,4,house,rural,17,4,1183698,709,single,email,low,0,1,True,1004.0,suv,E3 Adventure,base,cash,OC_AC,216874.0,0.0,3.0,11520.0,0.32,2025-08-23 05:56:25.242966
399,F,35,primary,employee,31574,3,house,urban,0,5,1673190,486,divorced,phone,low,1,1,True,728.0,wagon,D1 Tourer,base,lease_36,OC_AC,105484.0,94.84,1.0,8862.0,0.39,2025-10-26 05:56:25.242966
400,M,37,vocational,employee,21425,2,apartment,rural,24,4,522810,484,single,chat,low,0,1,True,1719.0,crossover,F1 Cross,comfort,loan_60,OC_AC_GAP,128332.0,68.87,2.0,5619.0,0.43,2025-09-17 05:56:25.242966
401,F,74,phd,retired,40000,1,house,urban,0,5,1592570,497,married,phone,low,1,1,False,,,,,,,,,,13829.0,0.38,2025-10-18 05:56:25.242966
402,F,62,vocational,employee,40000,4,apartment,rural,31,3,2792082,674,divorced,email,low,1,1,False,,,,,,,,,,10684.0,0.33,2025-09-15 05:56:25.242966
403,M,37,vocational,employee,40000,1,house,rural,18,4,1546370,588,married,phone,low,0,1,True,1037.0,city,A2 Micro,tech,lease_36,OC_AC_GAP,60461.0,51.16,1.0,13086.0,0.35,2025-09-13 05:56:25.242966
404,M,73,vocational,employee,25648,2,apartment,urban,0,5,1103437,556,married,phone,medium,0,1,False,,,,,,,,,,5723.0,0.36,2025-08-03 05:56:25.242966
405,M,47,vocational,employee,40000,3,apartment,urban,0,5,1472911,706,married,email,medium,0,1,False,,,,,,,,,,9554.0,0.34,2025-09-27 05:56:25.242966
406,F,47,primary,employee,35911,4,apartment,urban,0,5,1289349,629,single,email,medium,0,1,False,,,,,,,,,,8648.0,0.37,2025-09-21 05:56:25.242966
407,M,43,secondary,sole_trader,21382,4,apartment,urban,0,5,1298266,399,partnership,phone,low,0,1,True,960.0,sedan,C1 Sedan,base,lease_36,OC_AC,107966.0,91.91,0.0,5981.0,0.42,2025-09-15 05:56:25.242966
408,F,27,phd,employee,40000,0,house,rural,51,3,1112274,799,single,phone,low,1,0,False,,,,,,,,,,13677.0,0.31,2025-10-20 05:56:25.242966
409,F,71,primary,employee,40000,4,house,urban,0,5,2157723,785,single,phone,medium,1,1,False,,,,,,,,,,9361.0,0.29,2025-10-26 05:56:25.242966
410,M,20,vocational,retired,31847,0,house,rural,50,2,1691186,526,single,phone,medium,1,0,False,,,,,,,,,,7449.0,0.37,2025-08-29 05:56:25.242966
411,M,29,primary,employee,27583,2,house,urban,0,5,1320005,546,divorced,phone,high,0,1,True,1118.0,city,A2 Micro,base,cash,OC_AC_GAP,75402.0,0.0,4.0,6491.0,0.35,2025-10-04 05:56:25.242966
412,F,32,bachelor,public_sector,40000,4,apartment,rural,15,5,2159025,649,married,email,high,0,1,False,,,,,,,,,,10247.0,0.37,2025-09-29 05:56:25.242966
413,M,35,vocational,employee,40000,3,apartment,urban,0,5,1390492,634,married,phone,medium,0,1,False,,,,,,,,,,10046.0,0.38,2025-08-03 05:56:25.242966
414,F,27,master,sole_trader,40000,4,house,rural,23,3,2810627,488,widowed,phone,medium,1,1,False,,,,,,,,,,11274.0,0.4,2025-10-09 05:56:25.242966
415,F,20,bachelor,employee,12280,1,house,urban,0,5,477140,379,single,email,low,1,1,False,,,,,,,,,,3108.0,0.44,2025-08-11 05:56:25.242966
416,F,57,master,retired,40000,1,apartment,urban,0,5,1749238,591,divorced,chat,medium,0,1,True,808.0,compact,B2 Hatch,premium,loan_60,OC_AC,108562.0,67.26,1.0,11437.0,0.39,2025-09-05 05:56:25.242966
417,M,73,bachelor,employee,40000,1,apartment,urban,0,5,3886251,425,single,phone,high,0,1,True,483.0,wagon,D1 Tourer,base,lease_48,OC_AC,99699.0,70.71,0.0,9515.0,0.42,2025-10-08 05:56:25.242966
418,F,26,secondary,retired,16959,1,house,rural,16,3,922133,502,married,phone,medium,1,1,False,,,,,,,,,,4947.0,0.42,2025-08-07 05:56:25.242966
